Date,League,Home_Team,Away_Team,FTR,FTHG,FTAG,HS,AS,HST,AST,Home_ELO,Away_ELO,Home_Win_Streak,Away_Win_Streak,Home_Loss_Streak,Away_Loss_Streak,Home_Unbeaten_Streak,Away_Unbeaten_Streak,Home_Winless_Streak,Away_Winless_Streak,Home_Points_Last_5,Away_Points_Last_5,Home_Points_Last_10,Away_Points_Last_10,Home_Points_Last_20,Away_Points_Last_20,Home_Net_FTG,Away_Net_FTG,Home_Net_S,Away_Net_S,Home_Net_ST,Away_Net_ST,FTHG_Conceded,FTAG_Conceded,HST_Conceded,AST_Conceded,HS_Conceded,AS_Conceded
2019-12-08,I1,Sassuolo,Cagliari,1,2,2,9,4,3,3,1053.89241468344,1217.49493480771,0,0,1,0,0,10,1,1,5,13,11,22,30,37,0,0,5,-5,0,0,2,2,3,3,4,9
2019-12-08,I1,SPAL,Brescia,0,0,1,18,12,4,7,861.062154085704,803.280152706862,0,0,0,4,1,0,3,4,2,0,6,4,9,7,-1,1,6,-6,-3,3,1,0,7,4,12,18
2019-12-08,I1,Torino,Fiorentina,2,2,1,10,15,5,5,972.46091402284,974.925068626392,0,0,2,2,0,0,4,2,6,4,11,14,23,23,1,-1,-5,5,0,0,1,2,5,5,15,10
2019-12-08,I1,Sampdoria,Parma,0,0,1,18,10,6,2,949.652562700566,943.75923218415,1,0,0,0,4,3,0,5,8,5,9,15,22,18,-1,1,8,-8,4,-4,1,0,2,6,10,18
2019-12-08,I1,Bologna,Milan,0,2,3,11,11,4,7,971.320817739001,1104.24697893624,0,1,0,0,1,1,2,0,4,7,9,11,19,30,-1,1,0,0,-3,3,3,2,7,4,11,11
2019-12-14,I1,Brescia,Lecce,2,3,0,13,11,9,4,840.553542218581,957.876585675134,0,1,3,0,0,1,6,0,3,6,4,9,10,20,3,-3,2,-2,5,-5,0,3,4,9,11,13
2019-12-14,I1,Napoli,Parma,0,1,2,22,7,9,5,1138.75977945246,976.301975931859,0,1,1,0,0,4,3,0,3,8,12,15,32,21,-1,1,15,-15,4,-4,2,1,5,9,7,22
2019-12-14,I1,Genoa,Sampdoria,0,0,1,5,2,1,1,849.260815692659,917.109818952857,0,0,2,1,0,0,2,1,3,7,6,9,17,22,-1,1,3,-3,0,0,1,0,1,1,2,5
2019-12-15,I1,Verona,Torino,1,3,3,12,12,8,8,975.043454414185,1004.68786724371,0,2,1,0,0,2,1,0,6,9,13,11,22,23,0,0,0,0,0,0,3,3,8,8,12,12
2019-12-15,I1,Bologna,Atalanta,2,2,1,8,15,5,7,950.999427883248,1240.32665081795,0,1,1,0,0,14,3,0,4,7,8,18,19,38,1,-1,-7,7,-2,2,1,2,7,5,15,8
2019-12-15,I1,Juventus,Udinese,2,3,1,14,9,12,7,1338.77970668571,898.617624686519,0,0,0,2,8,0,1,2,10,5,23,11,48,16,2,-2,5,-5,5,-5,1,3,7,12,9,14
2019-12-15,I1,Milan,Sassuolo,1,0,0,17,10,12,6,1124.568368792,1060.91505198938,0,0,0,0,1,3,2,2,7,6,14,9,33,28,0,0,7,-7,6,-6,0,0,6,12,10,17
2019-12-15,I1,Roma,SPAL,2,3,1,18,5,13,3,1187.61026340521,823.788764573986,3,0,0,1,4,0,0,7,10,2,21,6,36,9,2,-2,13,-13,10,-10,1,3,3,13,5,18
2019-12-15,I1,Fiorentina,Inter,1,1,1,10,7,5,5,942.698115405519,1428.36436379958,0,7,1,0,0,7,3,0,1,13,11,23,22,50,0,0,3,-3,0,0,1,1,5,5,7,10
2019-12-16,I1,Cagliari,Lazio,0,1,2,9,13,4,7,1210.47229750177,1312.22781241275,4,3,0,0,6,4,0,0,11,15,20,26,35,37,-1,1,-4,4,-3,3,2,1,7,4,13,9
2019-12-18,I1,Sampdoria,Juventus,0,1,2,13,10,4,4,942.938940877367,1345.22887953002,0,0,1,1,0,0,1,1,7,10,12,23,22,48,-1,1,3,-3,0,0,2,1,4,4,10,13
2019-12-18,I1,Brescia,Sassuolo,0,0,2,15,11,6,6,912.83010995721,1063.8140326346,1,0,0,0,1,4,0,3,6,6,7,10,13,26,-2,2,4,-4,0,0,2,0,6,6,11,15
2019-12-20,I1,Fiorentina,Roma,0,1,4,7,8,4,6,956.856326087473,1197.22820709419,0,0,0,0,1,2,4,1,1,10,9,21,22,39,-3,3,-1,1,-2,2,4,1,6,4,8,7
2019-12-21,I1,Udinese,Cagliari,2,2,1,9,13,2,2,892.168451842202,1187.58524633731,0,0,0,0,2,11,3,2,2,8,8,19,16,34,1,-1,-4,4,0,0,1,2,2,2,13,9
2019-12-21,I1,Inter,Genoa,2,4,0,12,7,9,4,1414.20615311762,823.431693768149,0,0,0,0,4,3,1,8,11,3,21,6,48,17,4,-4,5,-5,5,-5,0,4,4,9,7,12
2019-12-21,I1,Torino,SPAL,0,1,2,7,7,6,4,1003.32599483339,814.170820885003,1,0,0,2,1,0,0,8,10,2,12,6,23,9,-1,1,0,0,2,-2,2,1,4,6,7,7
2019-12-22,I1,Atalanta,Milan,2,5,0,14,4,12,1,1186.5042434069,1121.66938814678,1,2,0,0,1,2,0,0,7,8,15,15,37,31,5,-5,10,-10,11,-11,0,5,1,12,4,14
2019-12-22,I1,Lecce,Bologna,0,2,3,7,19,3,16,885.600017936505,1004.82183529429,0,1,0,0,4,1,10,0,5,7,9,11,20,21,-1,1,-12,12,-13,13,3,2,16,3,19,7
2019-12-22,I1,Parma,Brescia,1,1,1,13,11,6,4,1022.26200641777,886.915988033103,0,1,1,0,0,1,1,0,10,6,15,7,24,13,0,0,2,-2,2,-2,1,1,4,6,11,13
2019-12-22,I1,Sassuolo,Napoli,0,1,2,12,14,5,11,1089.7281545587,1092.79974896655,0,0,0,0,1,2,2,5,6,3,13,9,28,31,-1,1,-2,2,-6,6,2,1,11,5,14,12
2020-01-05,I1,Brescia,Lazio,0,1,2,4,15,3,7,892.851642313338,1335.1148635772,0,4,1,0,0,5,1,0,7,15,7,26,14,40,-1,1,-11,11,-4,4,2,1,7,3,15,4
2020-01-05,I1,SPAL,Verona,0,0,2,12,14,2,9,862.053565123341,976.405326824506,0,0,1,2,0,0,4,2,4,4,6,13,12,22,-2,2,-2,2,-7,7,2,0,9,2,14,12
2020-01-05,I1,Genoa,Sassuolo,2,2,1,10,6,7,3,819.268497560826,1058.01105148823,0,1,3,0,0,5,3,0,2,6,6,13,17,25,1,-1,4,-4,4,-4,1,2,3,7,6,10
2020-01-05,I1,Roma,Torino,0,0,2,25,9,11,6,1219.0862959572,955.443250595054,4,0,0,0,5,3,0,1,13,7,23,11,39,23,-2,2,16,-16,5,-5,2,0,6,11,9,25
2020-01-06,I1,Bologna,Fiorentina,1,1,1,12,7,7,4,1026.2527193811,934.998237224468,1,0,0,3,1,0,0,3,10,1,13,6,23,19,0,0,5,-5,3,-3,1,1,4,7,7,12
2020-01-06,I1,Atalanta,Parma,2,5,0,18,3,11,1,1246.83884013344,1016.32635213754,2,2,0,0,2,5,0,0,9,8,15,16,37,25,5,-5,15,-15,10,-10,0,5,1,11,3,18
2020-01-06,I1,Juventus,Cagliari,2,4,0,15,5,11,3,1350.97771362561,1133.46637865855,1,0,0,1,9,0,0,3,10,5,23,18,51,31,4,-4,10,-10,8,-8,0,4,3,11,5,15
2020-01-06,I1,Milan,Sampdoria,1,0,0,14,6,12,4,1061.33479142025,937.190106781782,0,1,0,0,2,1,3,0,8,6,12,12,28,22,0,0,8,-8,8,-8,0,0,4,12,6,14
2020-01-06,I1,Lecce,Udinese,0,0,1,10,7,6,4,864.169133849699,946.287319520971,0,0,1,3,0,0,11,3,5,4,9,11,19,18,-1,1,3,-3,2,-2,1,0,4,6,7,10
2020-01-06,I1,Napoli,Inter,0,1,3,18,9,8,8,1124.51685203701,1418.36934932495,0,0,2,0,0,8,4,1,5,11,11,24,31,48,-2,2,9,-9,0,0,3,1,8,8,9,18
2020-01-11,I1,Cagliari,Milan,0,0,2,6,8,2,4,1104.78353298204,1055.84921222184,0,0,1,1,0,0,1,1,4,8,15,12,30,26,-2,2,-2,2,-2,2,2,0,4,2,8,6
2020-01-11,I1,Lazio,Napoli,2,1,0,7,11,6,7,1339.76793972452,1110.87081873285,4,1,0,0,21,3,0,0,15,4,28,8,40,28,1,-1,-4,4,-1,1,0,1,7,6,11,7
2020-01-11,I1,Inter,Atalanta,1,1,1,8,12,5,7,1432.01538262911,1277.8620976672,1,0,0,1,5,0,0,1,11,12,24,17,48,37,0,0,-4,4,-2,2,1,1,7,5,12,8
2020-01-12,I1,Udinese,Sassuolo,2,3,0,13,10,9,5,970.86171687701,1006.93418571105,1,0,0,1,3,0,0,1,7,5,11,10,21,25,3,-3,3,-3,4,-4,0,3,5,9,10,13
2020-01-12,I1,Fiorentina,SPAL,2,1,0,11,9,5,3,939.106619708895,832.131247811248,0,1,1,0,0,1,5,0,2,3,6,6,19,12,1,-1,2,-2,2,-2,0,1,3,5,9,11
2020-01-12,I1,Sampdoria,Brescia,2,5,1,22,9,11,5,942.675685980186,888.198566166019,0,0,2,0,0,2,2,1,4,7,12,7,22,14,4,-4,13,-13,6,-6,1,5,5,11,9,22
2020-01-12,I1,Torino,Bologna,2,1,0,4,10,3,7,1027.38661809432,1022.14433689667,0,2,1,0,0,2,1,0,10,10,14,14,26,24,1,-1,-6,6,-4,4,0,1,7,3,10,4
2020-01-12,I1,Verona,Genoa,2,2,1,11,3,9,3,1006.3276441366,870.345363338007,0,0,0,1,1,0,2,9,7,4,13,9,24,17,1,-1,8,-8,6,-6,1,2,3,9,3,11
2020-01-12,I1,Roma,Juventus,0,1,2,16,5,9,4,1147.14292845793,1379.66055930212,0,1,1,0,0,1,1,0,10,10,22,23,39,51,-1,1,11,-11,5,-5,2,1,4,9,5,16
2020-01-13,I1,Parma,Lecce,2,2,0,9,11,5,6,985.303094603774,839.594736493659,0,0,0,1,1,0,2,1,7,4,13,8,25,18,2,-2,-2,2,-1,1,0,2,6,5,11,9
2020-01-18,I1,Lazio,Sampdoria,2,5,1,16,6,12,4,1353.28548080418,997.146779730584,5,0,0,0,22,2,0,1,15,7,30,15,43,22,4,-4,10,-10,8,-8,1,5,4,12,6,16
2020-01-18,I1,Sassuolo,Torino,2,2,1,7,7,6,3,946.761109180604,1058.90382279038,0,1,1,0,0,4,3,0,4,10,10,16,22,28,1,-1,0,0,3,-3,1,2,3,6,7,7
2020-01-18,I1,Napoli,Fiorentina,0,0,2,10,9,5,5,1097.35327765318,961.553809234333,0,0,3,0,0,1,5,4,4,5,7,9,25,22,-2,2,1,-1,0,0,2,0,5,5,9,10
2020-01-19,I1,Milan,Udinese,2,3,2,19,10,10,7,1105.84340188855,1031.03479340746,0,1,0,0,3,1,4,0,8,10,15,14,28,24,1,-1,9,-9,3,-3,2,3,7,10,10,19
2020-01-19,I1,Bologna,Verona,1,1,1,5,11,3,8,990.627132200614,1026.40583309808,0,1,0,0,2,1,1,0,7,7,11,16,23,27,0,0,-6,6,-5,5,1,1,8,3,11,5
2020-01-19,I1,Brescia,Cagliari,1,2,2,9,18,6,10,833.727472415621,1054.78934331533,0,0,2,2,0,0,2,4,4,1,7,14,14,29,0,0,-9,9,-4,4,2,2,10,6,18,9
2020-01-19,I1,Lecce,Inter,1,1,1,8,16,3,10,813.122716021752,1425.34822380609,0,1,2,0,0,9,12,0,1,9,7,24,15,49,0,0,-8,8,-7,7,1,1,10,3,16,8
2020-01-19,I1,Genoa,Roma,0,1,3,9,14,8,7,850.267174376527,1133.84627021008,1,1,0,0,1,3,0,0,4,7,6,19,17,36,-2,2,-5,5,1,-1,3,1,7,8,14,9
2020-01-19,I1,Juventus,Parma,2,2,1,14,8,6,7,1392.95721754996,1011.77511507568,2,0,0,1,10,0,0,1,12,10,25,15,51,28,1,-1,6,-6,-1,1,1,2,7,6,8,14
2020-01-20,I1,Atalanta,SPAL,0,1,2,14,13,8,7,1284.52925649022,809.68405828581,3,0,0,1,3,0,0,1,10,3,15,5,35,12,-1,1,1,-1,1,-1,2,1,7,8,13,14
2020-01-24,I1,Brescia,Milan,0,0,1,13,10,7,5,842.72511370704,1131.05781437345,0,1,0,0,1,1,3,0,2,8,8,15,15,28,-1,1,3,-3,2,-2,1,0,5,7,10,13
2020-01-25,I1,SPAL,Bologna,0,1,3,9,12,5,6,869.778177542638,992.269002490345,0,0,2,1,0,0,5,1,6,8,8,12,15,24,-2,2,-3,3,-1,1,3,1,6,5,12,9
2020-01-25,I1,Fiorentina,Genoa,1,0,0,15,8,6,6,1021.73099438795,835.925720887147,1,0,0,2,1,0,0,10,8,3,9,6,24,14,0,0,7,-7,0,0,0,0,6,6,8,15
2020-01-25,I1,Torino,Atalanta,0,0,7,6,17,4,15,1016.91944410905,1224.43513723339,1,0,0,0,1,1,0,2,7,7,16,14,27,35,-7,7,-11,11,-11,11,7,0,15,4,17,6
2020-01-26,I1,Inter,Cagliari,1,1,1,14,8,5,3,1410.26438292295,1045.79170202391,0,0,0,0,6,1,1,5,9,1,22,12,47,30,0,0,6,-6,2,-2,1,1,3,5,8,14
2020-01-26,I1,Parma,Udinese,2,2,0,10,15,5,5,1005.35802212424,1005.82038092255,1,0,0,1,2,0,0,1,7,9,15,14,28,24,2,-2,-5,5,0,0,0,2,5,5,15,10
2020-01-26,I1,Sampdoria,Sassuolo,1,0,0,15,6,5,2,982.434646706805,988.745487861932,1,0,0,2,1,0,0,2,7,6,14,12,19,22,0,0,9,-9,3,-3,0,0,2,5,6,15
2020-01-26,I1,Verona,Lecce,2,3,0,9,3,5,1,1024.76396280835,828.206556904895,1,0,0,2,2,0,0,2,8,1,17,7,27,16,3,-3,6,-6,4,-4,0,3,1,5,3,9
2020-01-26,I1,Roma,Lazio,1,1,1,16,3,7,2,1148.18772369946,1367.99761382796,0,5,2,0,0,6,2,0,9,15,19,30,38,45,0,0,13,-13,5,-5,1,1,2,7,3,16
2020-01-26,I1,Napoli,Juventus,2,2,1,11,7,4,5,1037.17609249956,1399.3743105014,0,2,4,0,0,2,6,0,3,15,6,25,24,51,1,-1,4,-4,-1,1,1,2,5,4,7,11
2020-02-01,I1,Bologna,Brescia,2,2,1,17,3,7,1,1021.27462359892,832.498425150341,0,0,0,1,3,0,2,2,8,2,15,8,26,12,1,-1,14,-14,6,-6,1,2,1,7,3,17
2020-02-01,I1,Cagliari,Parma,1,2,2,21,17,11,5,1058.29460707548,1049.27400476302,0,0,2,2,0,0,2,2,2,7,10,17,31,31,0,0,4,-4,6,-6,2,2,5,11,17,21
2020-02-01,I1,Sassuolo,Roma,2,4,2,16,19,9,9,988.454894844621,1157.14586237629,1,2,0,0,1,4,0,0,4,7,10,17,23,38,2,-2,-3,3,0,0,2,4,9,9,19,16
2020-02-02,I1,Juventus,Fiorentina,2,3,0,8,7,8,5,1342.45048499389,1013.90644236771,3,1,0,0,11,2,0,0,12,8,22,9,48,25,3,-3,1,-1,3,-3,0,3,5,8,7,8
2020-02-02,I1,Atalanta,Genoa,1,2,2,17,9,10,5,1267.15501023571,843.75027290739,0,0,1,0,0,1,1,11,10,4,17,7,35,14,0,0,8,-8,5,-5,2,2,5,10,9,17
2020-02-02,I1,Lazio,SPAL,2,5,1,12,10,10,5,1359.03947515114,840.772556434059,6,1,0,0,23,1,0,0,13,6,28,8,46,15,4,-4,2,-2,5,-5,1,5,5,10,10,12
2020-02-02,I1,Milan,Verona,1,1,1,17,8,6,6,1141.28450293015,1051.36326719606,1,0,0,0,4,2,0,1,10,11,18,17,31,29,0,0,9,-9,0,0,1,1,6,6,8,17
2020-02-02,I1,Lecce,Torino,2,4,0,14,11,11,4,801.607252517188,974.199571106735,0,0,0,1,1,0,13,1,1,6,6,16,16,24,4,-4,3,-3,7,-7,0,4,4,11,11,14
2020-02-02,I1,Udinese,Inter,0,0,2,11,14,4,10,961.904398283775,1397.76147787139,2,0,0,0,4,10,0,1,9,9,11,20,21,45,-2,2,-3,3,-6,6,2,0,10,4,14,11
2020-02-03,I1,Sampdoria,Napoli,0,2,4,12,12,10,10,982.725239724116,1094.09991800707,0,0,0,1,2,0,1,1,5,6,12,9,20,24,-2,2,0,0,0,0,4,2,10,10,12,12
2020-02-05,I1,Lazio,Verona,1,0,0,12,12,6,6,1365.25525994217,1055.41424329258,7,0,0,0,24,3,0,2,13,11,28,15,46,29,0,0,0,0,0,0,0,0,6,6,12,12
2020-02-07,I1,Roma,Bologna,0,2,3,14,12,10,8,1093.52324926088,1037.41819973138,0,1,0,0,1,1,3,0,4,8,17,18,37,26,-1,1,2,-2,2,-2,3,2,8,10,12,14
2020-02-08,I1,Fiorentina,Atalanta,0,1,2,5,13,3,7,999.60805795011,1253.72689009293,0,1,0,0,2,2,1,0,8,8,9,17,25,36,-1,1,-8,8,-4,4,2,1,7,3,13,5
2020-02-08,I1,Torino,Sampdoria,0,1,3,2,8,2,6,880.053303670024,952.464144651074,0,0,1,1,0,0,1,2,6,5,13,11,21,20,-2,2,-6,6,-4,4,3,1,6,2,8,2
2020-02-08,I1,Verona,Juventus,2,2,1,9,10,5,5,1066.8107034113,1356.74886941149,2,0,0,1,3,0,0,1,9,12,16,22,27,48,1,-1,-1,1,0,0,1,2,5,5,10,9
2020-02-09,I1,SPAL,Sassuolo,0,1,2,10,16,5,9,834.556771643028,1052.07750796002,0,0,3,0,0,1,6,3,3,7,7,13,15,23,-1,1,-6,6,-4,4,2,1,9,5,16,10
2020-02-09,I1,Brescia,Udinese,1,1,1,9,16,7,8,816.354849017881,955.305581472087,0,0,1,2,0,0,4,2,1,6,8,10,12,21,0,0,-7,7,-1,1,1,1,8,7,16,9
2020-02-09,I1,Genoa,Cagliari,2,1,0,8,8,5,6,857.178393050165,1057.87928630517,0,0,1,0,0,2,1,6,5,3,7,8,12,32,1,-1,0,0,-1,1,0,1,6,5,8,8
2020-02-09,I1,Napoli,Lecce,0,2,3,19,13,9,10,1124.36101308011,895.753519953898,1,0,0,3,1,0,0,3,6,4,11,9,27,19,-1,1,6,-6,-1,1,3,2,10,9,13,19
2020-02-09,I1,Parma,Lazio,0,0,1,16,17,6,6,1049.68932553333,1353.85879982346,2,0,0,0,3,7,0,1,7,11,15,26,29,46,-1,1,-1,1,0,0,1,0,6,6,17,16
2020-02-09,I1,Inter,Milan,2,4,2,14,8,11,5,1404.36029468307,1137.23352683363,0,2,0,0,7,2,2,0,9,11,20,19,45,29,2,-2,6,-6,6,-6,2,4,5,11,8,14
2020-02-15,I1,Lecce,SPAL,2,2,1,8,13,4,5,946.218193487292,820.327767909766,1,0,0,1,2,0,0,1,7,3,11,6,19,12,1,-1,-5,5,-1,1,1,2,5,4,13,8
2020-02-15,I1,Bologna,Genoa,0,0,3,11,5,6,5,1074.54121228729,905.849279988914,1,0,0,0,4,2,0,12,10,5,20,9,26,15,-3,3,6,-6,1,-1,3,0,5,6,5,11
2020-02-15,I1,Atalanta,Roma,2,2,1,11,5,7,1,1265.76116461738,1056.40023670497,0,0,0,1,1,0,2,1,8,4,20,14,36,34,1,-1,6,-6,6,-6,1,2,1,7,5,11
2020-02-16,I1,Udinese,Verona,1,0,0,10,9,6,6,949.227324154074,1120.66317599612,0,0,1,0,0,4,1,3,4,9,11,16,22,30,0,0,1,-1,0,0,0,0,6,6,9,10
2020-02-16,I1,Juventus,Brescia,2,2,0,20,5,11,2,1302.89639682667,822.433106335895,4,0,0,2,12,0,0,3,9,2,19,9,47,13,2,-2,15,-15,9,-9,0,2,2,11,5,20
2020-02-16,I1,Sampdoria,Fiorentina,0,1,5,13,12,8,9,987.31125697564,987.573783425666,0,0,1,1,0,0,2,1,7,7,11,9,23,24,-4,4,1,-1,-1,1,5,1,9,8,12,13
2020-02-16,I1,Sassuolo,Parma,0,0,1,10,6,5,6,1066.30651169328,1040.22189224455,2,0,0,0,2,1,0,3,10,7,15,14,26,29,-1,1,4,-4,-1,1,1,0,6,5,6,10
2020-02-16,I1,Cagliari,Napoli,0,0,1,10,12,4,4,1009.20839936643,1073.89633954672,0,1,0,0,1,1,3,0,3,6,7,10,29,24,-1,1,-2,2,0,0,1,0,4,4,12,10
2020-02-16,I1,Lazio,Inter,2,2,1,11,9,6,6,1363.32623311223,1419.87441011885,0,1,0,0,25,11,1,0,11,9,26,20,49,45,1,-1,2,-2,0,0,1,2,6,6,9,11
2020-02-17,I1,Milan,Torino,2,1,0,9,6,3,1,1121.71941139785,845.206191345457,0,0,0,2,5,0,1,2,10,3,18,13,26,21,1,-1,3,-3,2,-2,0,1,1,3,6,9
2020-02-21,I1,Brescia,Napoli,0,1,2,8,7,1,5,817.240168899937,1100.00626419597,0,2,0,0,1,2,5,0,2,9,6,13,10,24,-1,1,1,-1,-4,4,2,1,5,1,7,8
2020-02-22,I1,Bologna,Udinese,1,1,1,12,4,3,3,995.434137678324,956.538302619443,0,0,1,0,0,1,1,3,10,2,17,12,26,23,0,0,8,-8,0,0,1,1,3,3,4,12
2020-02-22,I1,SPAL,Juventus,0,1,2,10,17,5,9,799.440569845818,1308.08933426263,0,0,4,2,0,0,7,2,3,9,6,21,12,47,-1,1,-7,7,-4,4,2,1,9,5,17,10
2020-02-22,I1,Fiorentina,Milan,1,1,1,11,5,7,3,1052.02797438408,1132.54433981372,0,0,1,1,0,0,2,1,7,10,12,18,26,29,0,0,6,-6,4,-4,1,1,3,7,5,11
2020-02-23,I1,Genoa,Lazio,0,2,3,11,11,9,8,984.956354597884,1400.48900502039,1,1,0,0,1,8,0,0,8,11,12,26,18,49,-1,1,0,0,1,-1,3,2,8,9,11,11
2020-02-23,I1,Roma,Lecce,2,4,0,19,9,11,4,1041.64469796152,967.10539155124,0,1,1,0,0,1,4,0,4,10,11,11,31,22,4,-4,10,-10,7,-7,0,4,4,11,9,19
2020-02-29,I1,Lazio,Bologna,2,2,0,12,11,5,4,1405.85123933682,993.650364114889,1,2,0,0,26,2,0,0,13,10,26,18,52,26,2,-2,1,-1,1,-1,0,2,4,5,11,12
2020-02-29,I1,Napoli,Torino,2,2,1,16,5,10,3,1110.5113025476,834.381262929593,0,0,1,3,0,0,1,3,12,0,15,10,27,21,1,-1,11,-11,7,-7,1,2,3,10,5,16
2020-03-01,I1,Lecce,Atalanta,0,2,7,5,17,3,11,916.232525769576,1280.51670336084,2,2,0,0,3,3,0,0,9,10,10,20,19,38,-5,5,-12,12,-8,8,7,2,11,3,17,5
2020-03-01,I1,Cagliari,Roma,0,3,4,7,18,7,14,983.098474717176,1092.51756374318,0,0,1,2,0,0,4,2,3,4,4,13,26,34,-1,1,-11,11,-7,7,4,3,14,7,18,7
2020-03-08,I1,Parma,SPAL,0,0,1,11,6,2,2,1074.6198706578,796.190278521867,0,0,1,2,0,0,1,2,7,0,17,6,32,12,-1,1,5,-5,0,0,1,0,2,2,6,11
2020-03-08,I1,Milan,Genoa,0,1,2,13,6,4,3,1128.90140716852,979.594120281448,1,1,0,0,6,3,0,0,8,8,16,11,30,17,-1,1,7,-7,1,-1,2,1,3,4,6,13
2020-03-08,I1,Sampdoria,Verona,2,2,1,8,3,7,2,922.857066017231,1113.35219753075,0,0,2,0,0,5,3,4,4,9,11,17,20,31,1,-1,5,-5,5,-5,1,2,2,7,3,8
2020-03-08,I1,Udinese,Fiorentina,1,0,0,11,7,2,5,958.322076182878,1055.67090702927,0,1,0,0,1,1,2,0,3,5,12,13,23,24,0,0,4,-4,-3,3,0,0,5,2,7,11
2020-03-08,I1,Juventus,Inter,2,2,0,12,8,6,2,1311.33962558658,1382.71163821069,5,0,0,1,13,0,0,1,9,8,24,17,47,42,2,-2,4,-4,4,-4,0,2,2,6,8,12
2020-03-09,I1,Sassuolo,Brescia,2,3,0,13,6,10,4,1031.90853328004,806.735130548303,0,0,1,3,0,0,1,4,10,1,14,3,23,10,3,-3,7,-7,6,-6,0,3,4,10,6,13
2020-06-20,I1,Torino,Parma,1,1,1,14,6,9,5,823.536481380695,1021.34594329906,0,1,2,0,0,2,2,0,0,7,7,14,18,29,0,0,8,-8,4,-4,1,1,5,9,6,14
2020-06-20,I1,Verona,Cagliari,2,2,1,8,13,6,4,1065.37661990279,960.855868855985,3,0,0,1,4,0,0,7,6,2,17,3,30,23,1,-1,-5,5,2,-2,1,2,4,6,13,8
2020-06-21,I1,Atalanta,Sassuolo,2,4,1,12,10,5,6,1296.70255037948,1055.33583622273,1,1,0,0,2,2,0,0,13,10,20,16,38,26,3,-3,2,-2,-1,1,1,4,6,5,10,12
2020-06-21,I1,Inter,Sampdoria,2,2,1,11,7,5,3,1329.96919001268,970.83264364519,1,1,0,0,8,1,0,0,7,7,16,14,39,23,1,-1,4,-4,2,-2,1,2,3,5,7,11
2020-06-22,I1,Fiorentina,Brescia,1,1,1,15,5,8,3,1051.30157589559,783.307827605616,0,0,0,4,1,0,3,5,5,1,13,3,22,10,0,0,10,-10,5,-5,1,1,3,8,5,15
2020-06-22,I1,Lecce,Milan,0,1,4,6,12,1,11,900.046678750932,1083.93805465854,0,0,1,0,0,1,1,2,9,5,10,15,19,30,-3,3,-6,6,-10,10,4,1,11,1,12,6
2020-06-22,I1,Bologna,Juventus,0,0,2,6,12,1,5,986.170973027849,1364.08207378459,0,1,0,0,1,1,2,0,7,12,15,24,26,47,-2,2,-6,6,-4,4,2,0,5,1,12,6
2020-06-23,I1,SPAL,Cagliari,0,0,1,6,9,2,4,849.464205880598,938.202316154448,0,0,5,2,0,0,8,8,3,1,9,3,15,22,-1,1,-3,3,-2,2,1,0,4,2,9,6
2020-06-23,I1,Verona,Napoli,0,0,2,10,10,6,8,1088.03017260432,1121.3560840965,4,3,0,0,5,3,0,0,8,12,19,18,32,27,-2,2,0,0,-2,2,2,0,8,6,10,10
2020-06-23,I1,Genoa,Parma,0,1,4,9,11,3,8,1024.55747279143,1013.10793636706,0,0,1,0,0,3,1,1,10,5,14,12,20,27,-3,3,-2,2,-5,5,4,1,8,3,11,9
2020-06-23,I1,Torino,Udinese,2,1,0,4,7,3,5,831.774488312696,962.691407316555,0,0,0,0,1,2,3,4,1,4,7,13,19,21,1,-1,-3,3,-2,2,0,1,5,3,7,4
2020-06-24,I1,Inter,Sassuolo,1,3,3,14,8,10,4,1337.15705255484,1033.57766362492,2,0,0,1,9,0,0,1,9,9,18,13,39,26,0,0,6,-6,6,-6,3,3,4,10,8,14
2020-06-24,I1,Atalanta,Lazio,2,3,2,13,5,9,3,1318.46072297729,1413.33063042386,2,2,0,0,3,9,0,0,13,13,23,26,38,52,1,-1,8,-8,6,-6,2,3,3,9,5,13
2020-06-24,I1,Roma,Sampdoria,2,2,1,16,13,10,9,1114.76016960437,963.644781103032,1,0,0,1,1,0,0,1,6,6,13,11,34,23,1,-1,3,-3,1,-1,1,2,9,10,13,16
2020-06-26,I1,Juventus,Lecce,2,4,0,23,7,12,2,1373.02714869694,871.953746031543,6,0,0,1,14,0,0,1,12,6,24,10,47,19,4,-4,16,-16,10,-10,0,4,2,12,7,23
2020-06-27,I1,Brescia,Genoa,1,2,2,6,11,4,8,793.671229401803,968.229471271381,0,2,1,0,0,4,6,0,2,9,3,14,10,20,0,0,-5,5,-4,4,2,2,8,4,11,6
2020-06-27,I1,Cagliari,Torino,2,4,2,9,11,5,6,962.202436139919,875.292351427546,0,0,2,4,0,0,5,4,3,4,6,10,24,21,2,-2,-2,2,-1,1,2,4,6,5,11,9
2020-06-27,I1,Lazio,Fiorentina,2,2,1,12,9,4,5,1372.803667696,1040.9381740994,2,0,0,0,27,2,0,1,12,6,23,14,51,20,1,-1,3,-3,-1,1,1,2,5,4,9,12
2020-06-28,I1,Milan,Roma,2,2,0,11,3,7,2,1112.03098737793,1133.65790848181,0,1,1,0,0,1,1,0,7,9,18,13,30,36,2,-2,8,-8,5,-5,0,2,2,7,3,11
